source_dataset,case_id,base_case_id,split_group,source_split,operation_id,axis,pp,pp0,llcoil,rrc,nncoil,rrce,zzc,fields_npz,structure_npz
v43_structure,v43_tr_n4_irregular_b__low_low,train_fixed_n4,train_fixed_n4,train,low_low,0.0,1141.205,0.0073285,0.8472041672666503,22.877561221873115,4.0,31.089120688492862,1.789388441065757,fields/v43_tr_n4_irregular_b__low_low.npz,structure_features/v43_tr_n4_irregular_b__low_low.npz
v43_structure,v43_tr_n4_irregular_b__high_low,train_fixed_n4,train_fixed_n4,train,high_low,0.0,2409.13,0.0073285,0.8472041672666503,22.877561221873115,4.0,31.089120688492862,1.789388441065757,fields/v43_tr_n4_irregular_b__high_low.npz,structure_features/v43_tr_n4_irregular_b__high_low.npz
v43_structure,v43_tr_n4_irregular_b__low_high,train_fixed_n4,train_fixed_n4,train,low_high,0.0,1141.205,0.0405195,0.8472041672666503,22.877561221873115,4.0,31.089120688492862,1.789388441065757,fields/v43_tr_n4_irregular_b__low_high.npz,structure_features/v43_tr_n4_irregular_b__low_high.npz
v43_structure,v43_tr_n4_irregular_b__high_high,train_fixed_n4,train_fixed_n4,train,high_high,0.0,2409.13,0.0405195,0.8472041672666503,22.877561221873115,4.0,31.089120688492862,1.789388441065757,fields/v43_tr_n4_irregular_b__high_high.npz,structure_features/v43_tr_n4_irregular_b__high_high.npz
v43_structure,v43_tr_n5_anchor_a__center,train_fixed_n5,train_fixed_n5,train,center,0.0,1758.995,0.017931,1.0,3.5,5.0,31.0,2.5,fields/v43_tr_n5_anchor_a__center.npz,structure_features/v43_tr_n5_anchor_a__center.npz
v43_structure,v43_tr_n5_anchor_a__low_low,train_fixed_n5,train_fixed_n5,train,low_low,0.0,1141.205,0.0073285,1.0,3.5,5.0,31.0,2.5,fields/v43_tr_n5_anchor_a__low_low.npz,structure_features/v43_tr_n5_anchor_a__low_low.npz
v43_structure,v43_tr_n5_anchor_a__high_low,train_fixed_n5,train_fixed_n5,train,high_low,0.0,2409.13,0.0073285,1.0,3.5,5.0,31.0,2.5,fields/v43_tr_n5_anchor_a__high_low.npz,structure_features/v43_tr_n5_anchor_a__high_low.npz
v43_structure,v43_tr_n5_anchor_a__low_high,train_fixed_n5,train_fixed_n5,train,low_high,0.0,1141.205,0.0405195,1.0,3.5,5.0,31.0,2.5,fields/v43_tr_n5_anchor_a__low_high.npz,structure_features/v43_tr_n5_anchor_a__low_high.npz
v43_structure,v43_tr_n5_anchor_a__high_high,train_fixed_n5,train_fixed_n5,train,high_high,0.0,2409.13,0.0405195,1.0,3.5,5.0,31.0,2.5,fields/v43_tr_n5_anchor_a__high_high.npz,structure_features/v43_tr_n5_anchor_a__high_high.npz
v43_structure,v43_tr_n5_anchor_b__center,train_fixed_n5,train_fixed_n5,train,center,0.0,1758.995,0.017931,1.1,5.45,5.0,27.95,1.5,fields/v43_tr_n5_anchor_b__center.npz,structure_features/v43_tr_n5_anchor_b__center.npz
v43_structure,v43_tr_n5_anchor_b__low_low,train_fixed_n5,train_fixed_n5,train,low_low,0.0,1141.205,0.0073285,1.1,5.45,5.0,27.95,1.5,fields/v43_tr_n5_anchor_b__low_low.npz,structure_features/v43_tr_n5_anchor_b__low_low.npz
v43_structure,v43_tr_n5_anchor_b__high_low,train_fixed_n5,train_fixed_n5,train,high_low,0.0,2409.13,0.0073285,1.1,5.45,5.0,27.95,1.5,fields/v43_tr_n5_anchor_b__high_low.npz,structure_features/v43_tr_n5_anchor_b__high_low.npz
v43_structure,v43_tr_n5_anchor_b__low_high,train_fixed_n5,train_fixed_n5,train,low_high,0.0,1141.205,0.0405195,1.1,5.45,5.0,27.95,1.5,fields/v43_tr_n5_anchor_b__low_high.npz,structure_features/v43_tr_n5_anchor_b__low_high.npz
v43_structure,v43_tr_n5_anchor_b__high_high,train_fixed_n5,train_fixed_n5,train,high_high,0.0,2409.13,0.0405195,1.1,5.45,5.0,27.95,1.5,fields/v43_tr_n5_anchor_b__high_high.npz,structure_features/v43_tr_n5_anchor_b__high_high.npz
v43_structure,v43_tr_n5_radial_minus__center,train_fixed_n5,train_fixed_n5,train,center,0.0,1758.995,0.017931,1.0,3.5,5.0,31.0,2.5,fields/v43_tr_n5_radial_minus__center.npz,structure_features/v43_tr_n5_radial_minus__center.npz
v43_structure,v43_tr_n5_radial_minus__low_low,train_fixed_n5,train_fixed_n5,train,low_low,0.0,1141.205,0.0073285,1.0,3.5,5.0,31.0,2.5,fields/v43_tr_n5_radial_minus__low_low.npz,structure_features/v43_tr_n5_radial_minus__low_low.npz
v43_structure,v43_tr_n5_radial_minus__high_low,train_fixed_n5,train_fixed_n5,train,high_low,0.0,2409.13,0.0073285,1.0,3.5,5.0,31.0,2.5,fields/v43_tr_n5_radial_minus__high_low.npz,structure_features/v43_tr_n5_radial_minus__high_low.npz
v43_structure,v43_tr_n5_radial_minus__low_high,train_fixed_n5,train_fixed_n5,train,low_high,0.0,1141.205,0.0405195,1.0,3.5,5.0,31.0,2.5,fields/v43_tr_n5_radial_minus__low_high.npz,structure_features/v43_tr_n5_radial_minus__low_high.npz
v43_structure,v43_tr_n5_radial_minus__high_high,train_fixed_n5,train_fixed_n5,train,high_high,0.0,2409.13,0.0405195,1.0,3.5,5.0,31.0,2.5,fields/v43_tr_n5_radial_minus__high_high.npz,structure_features/v43_tr_n5_radial_minus__high_high.npz
v43_structure,v43_tr_n5_radial_plus__center,train_fixed_n5,train_fixed_n5,train,center,0.0,1758.995,0.017931,1.0,3.5,5.0,31.0,2.5,fields/v43_tr_n5_radial_plus__center.npz,structure_features/v43_tr_n5_radial_plus__center.npz
v43_structure,v43_tr_n5_radial_plus__low_low,train_fixed_n5,train_fixed_n5,train,low_low,0.0,1141.205,0.0073285,1.0,3.5,5.0,31.0,2.5,fields/v43_tr_n5_radial_plus__low_low.npz,structure_features/v43_tr_n5_radial_plus__low_low.npz
v43_structure,v43_tr_n5_radial_plus__high_low,train_fixed_n5,train_fixed_n5,train,high_low,0.0,2409.13,0.0073285,1.0,3.5,5.0,31.0,2.5,fields/v43_tr_n5_radial_plus__high_low.npz,structure_features/v43_tr_n5_radial_plus__high_low.npz
v43_structure,v43_tr_n5_radial_plus__low_high,train_fixed_n5,train_fixed_n5,train,low_high,0.0,1141.205,0.0405195,1.0,3.5,5.0,31.0,2.5,fields/v43_tr_n5_radial_plus__low_high.npz,structure_features/v43_tr_n5_radial_plus__low_high.npz
v43_structure,v43_tr_n5_radial_plus__high_high,train_fixed_n5,train_fixed_n5,train,high_high,0.0,2409.13,0.0405195,1.0,3.5,5.0,31.0,2.5,fields/v43_tr_n5_radial_plus__high_high.npz,structure_features/v43_tr_n5_radial_plus__high_high.npz
v43_structure,v43_tr_n5_vertical_minus__center,train_fixed_n5,train_fixed_n5,train,center,0.0,1758.995,0.017931,1.0,3.5,5.0,31.0,2.3000000000000007,fields/v43_tr_n5_vertical_minus__center.npz,structure_features/v43_tr_n5_vertical_minus__center.npz
v43_structure,v43_tr_n5_vertical_minus__low_low,train_fixed_n5,train_fixed_n5,train,low_low,0.0,1141.205,0.0073285,1.0,3.5,5.0,31.0,2.3000000000000007,fields/v43_tr_n5_vertical_minus__low_low.npz,structure_features/v43_tr_n5_vertical_minus__low_low.npz
v43_structure,v43_tr_n5_vertical_minus__high_low,train_fixed_n5,train_fixed_n5,train,high_low,0.0,2409.13,0.0073285,1.0,3.5,5.0,31.0,2.3000000000000007,fields/v43_tr_n5_vertical_minus__high_low.npz,structure_features/v43_tr_n5_vertical_minus__high_low.npz
v43_structure,v43_tr_n5_vertical_minus__low_high,train_fixed_n5,train_fixed_n5,train,low_high,0.0,1141.205,0.0405195,1.0,3.5,5.0,31.0,2.3000000000000007,fields/v43_tr_n5_vertical_minus__low_high.npz,structure_features/v43_tr_n5_vertical_minus__low_high.npz
v43_structure,v43_tr_n5_vertical_minus__high_high,train_fixed_n5,train_fixed_n5,train,high_high,0.0,2409.13,0.0405195,1.0,3.5,5.0,31.0,2.3000000000000007,fields/v43_tr_n5_vertical_minus__high_high.npz,structure_features/v43_tr_n5_vertical_minus__high_high.npz
v43_structure,v43_tr_n5_vertical_plus__center,train_fixed_n5,train_fixed_n5,train,center,0.0,1758.995,0.017931,1.0,3.5,5.0,31.0,2.6999999999999993,fields/v43_tr_n5_vertical_plus__center.npz,structure_features/v43_tr_n5_vertical_plus__center.npz
v43_structure,v43_tr_n5_vertical_plus__low_low,train_fixed_n5,train_fixed_n5,train,low_low,0.0,1141.205,0.0073285,1.0,3.5,5.0,31.0,2.6999999999999993,fields/v43_tr_n5_vertical_plus__low_low.npz,structure_features/v43_tr_n5_vertical_plus__low_low.npz
v43_structure,v43_tr_n5_vertical_plus__high_low,train_fixed_n5,train_fixed_n5,train,high_low,0.0,2409.13,0.0073285,1.0,3.5,5.0,31.0,2.6999999999999993,fields/v43_tr_n5_vertical_plus__high_low.npz,structure_features/v43_tr_n5_vertical_plus__high_low.npz
v43_structure,v43_tr_n5_vertical_plus__low_high,train_fixed_n5,train_fixed_n5,train,low_high,0.0,1141.205,0.0405195,1.0,3.5,5.0,31.0,2.6999999999999993,fields/v43_tr_n5_vertical_plus__low_high.npz,structure_features/v43_tr_n5_vertical_plus__low_high.npz
v43_structure,v43_tr_n5_vertical_plus__high_high,train_fixed_n5,train_fixed_n5,train,high_high,0.0,2409.13,0.0405195,1.0,3.5,5.0,31.0,2.6999999999999993,fields/v43_tr_n5_vertical_plus__high_high.npz,structure_features/v43_tr_n5_vertical_plus__high_high.npz
v43_structure,v43_tr_n5_width_minus__center,train_fixed_n5,train_fixed_n5,train,center,0.0,1758.995,0.017931,0.97,3.5,5.0,31.0,2.5,fields/v43_tr_n5_width_minus__center.npz,structure_features/v43_tr_n5_width_minus__center.npz
v43_structure,v43_tr_n5_width_minus__low_low,train_fixed_n5,train_fixed_n5,train,low_low,0.0,1141.205,0.0073285,0.97,3.5,5.0,31.0,2.5,fields/v43_tr_n5_width_minus__low_low.npz,structure_features/v43_tr_n5_width_minus__low_low.npz
v43_structure,v43_tr_n5_width_minus__high_low,train_fixed_n5,train_fixed_n5,train,high_low,0.0,2409.13,0.0073285,0.97,3.5,5.0,31.0,2.5,fields/v43_tr_n5_width_minus__high_low.npz,structure_features/v43_tr_n5_width_minus__high_low.npz
v43_structure,v43_tr_n5_width_minus__low_high,train_fixed_n5,train_fixed_n5,train,low_high,0.0,1141.205,0.0405195,0.97,3.5,5.0,31.0,2.5,fields/v43_tr_n5_width_minus__low_high.npz,structure_features/v43_tr_n5_width_minus__low_high.npz
v43_structure,v43_tr_n5_width_minus__high_high,train_fixed_n5,train_fixed_n5,train,high_high,0.0,2409.13,0.0405195,0.97,3.5,5.0,31.0,2.5,fields/v43_tr_n5_width_minus__high_high.npz,structure_features/v43_tr_n5_width_minus__high_high.npz
v43_structure,v43_tr_n5_width_plus__center,train_fixed_n5,train_fixed_n5,train,center,0.0,1758.995,0.017931,1.03,3.5,5.0,31.0,2.5,fields/v43_tr_n5_width_plus__center.npz,structure_features/v43_tr_n5_width_plus__center.npz
v43_structure,v43_tr_n5_width_plus__low_low,train_fixed_n5,train_fixed_n5,train,low_low,0.0,1141.205,0.0073285,1.03,3.5,5.0,31.0,2.5,fields/v43_tr_n5_width_plus__low_low.npz,structure_features/v43_tr_n5_width_plus__low_low.npz
v43_structure,v43_tr_n5_width_plus__high_low,train_fixed_n5,train_fixed_n5,train,high_low,0.0,2409.13,0.0073285,1.03,3.5,5.0,31.0,2.5,fields/v43_tr_n5_width_plus__high_low.npz,structure_features/v43_tr_n5_width_plus__high_low.npz
v43_structure,v43_tr_n5_width_plus__low_high,train_fixed_n5,train_fixed_n5,train,low_high,0.0,1141.205,0.0405195,1.03,3.5,5.0,31.0,2.5,fields/v43_tr_n5_width_plus__low_high.npz,structure_features/v43_tr_n5_width_plus__low_high.npz
v43_structure,v43_tr_n5_width_plus__high_high,train_fixed_n5,train_fixed_n5,train,high_high,0.0,2409.13,0.0405195,1.03,3.5,5.0,31.0,2.5,fields/v43_tr_n5_width_plus__high_high.npz,structure_features/v43_tr_n5_width_plus__high_high.npz
v43_structure,v43_tr_n5_height_minus__center,train_fixed_n5,train_fixed_n5,train,center,0.0,1758.995,0.017931,0.97,3.5,5.0,31.0,2.5,fields/v43_tr_n5_height_minus__center.npz,structure_features/v43_tr_n5_height_minus__center.npz
v43_structure,v43_tr_n5_height_minus__low_low,train_fixed_n5,train_fixed_n5,train,low_low,0.0,1141.205,0.0073285,0.97,3.5,5.0,31.0,2.5,fields/v43_tr_n5_height_minus__low_low.npz,structure_features/v43_tr_n5_height_minus__low_low.npz
v43_structure,v43_tr_n5_height_minus__high_low,train_fixed_n5,train_fixed_n5,train,high_low,0.0,2409.13,0.0073285,0.97,3.5,5.0,31.0,2.5,fields/v43_tr_n5_height_minus__high_low.npz,structure_features/v43_tr_n5_height_minus__high_low.npz
v43_structure,v43_tr_n5_height_minus__low_high,train_fixed_n5,train_fixed_n5,train,low_high,0.0,1141.205,0.0405195,0.97,3.5,5.0,31.0,2.5,fields/v43_tr_n5_height_minus__low_high.npz,structure_features/v43_tr_n5_height_minus__low_high.npz
v43_structure,v43_tr_n5_height_minus__high_high,train_fixed_n5,train_fixed_n5,train,high_high,0.0,2409.13,0.0405195,0.97,3.5,5.0,31.0,2.5,fields/v43_tr_n5_height_minus__high_high.npz,structure_features/v43_tr_n5_height_minus__high_high.npz
v43_structure,v43_tr_n5_height_plus__center,train_fixed_n5,train_fixed_n5,train,center,0.0,1758.995,0.017931,1.03,3.5,5.0,31.0,2.5,fields/v43_tr_n5_height_plus__center.npz,structure_features/v43_tr_n5_height_plus__center.npz
v43_structure,v43_tr_n5_height_plus__low_low,train_fixed_n5,train_fixed_n5,train,low_low,0.0,1141.205,0.0073285,1.03,3.5,5.0,31.0,2.5,fields/v43_tr_n5_height_plus__low_low.npz,structure_features/v43_tr_n5_height_plus__low_low.npz
v43_structure,v43_tr_n5_height_plus__high_low,train_fixed_n5,train_fixed_n5,train,high_low,0.0,2409.13,0.0073285,1.03,3.5,5.0,31.0,2.5,fields/v43_tr_n5_height_plus__high_low.npz,structure_features/v43_tr_n5_height_plus__high_low.npz
v43_structure,v43_tr_n5_height_plus__low_high,train_fixed_n5,train_fixed_n5,train,low_high,0.0,1141.205,0.0405195,1.03,3.5,5.0,31.0,2.5,fields/v43_tr_n5_height_plus__low_high.npz,structure_features/v43_tr_n5_height_plus__low_high.npz
v43_structure,v43_tr_n5_height_plus__high_high,train_fixed_n5,train_fixed_n5,train,high_high,0.0,2409.13,0.0405195,1.03,3.5,5.0,31.0,2.5,fields/v43_tr_n5_height_plus__high_high.npz,structure_features/v43_tr_n5_height_plus__high_high.npz
v43_structure,v43_tr_n5_irregular_a__center,train_fixed_n5,train_fixed_n5,train,center,0.0,1758.995,0.017931,0.9359818091963984,8.973366569076592,5.0,33.040168546731316,2.5747193563706077,fields/v43_tr_n5_irregular_a__center.npz,structure_features/v43_tr_n5_irregular_a__center.npz
v43_structure,v43_tr_n5_irregular_a__low_low,train_fixed_n5,train_fixed_n5,train,low_low,0.0,1141.205,0.0073285,0.9359818091963984,8.973366569076592,5.0,33.040168546731316,2.5747193563706077,fields/v43_tr_n5_irregular_a__low_low.npz,structure_features/v43_tr_n5_irregular_a__low_low.npz
v43_structure,v43_tr_n5_irregular_a__high_low,train_fixed_n5,train_fixed_n5,train,high_low,0.0,2409.13,0.0073285,0.9359818091963984,8.973366569076592,5.0,33.040168546731316,2.5747193563706077,fields/v43_tr_n5_irregular_a__high_low.npz,structure_features/v43_tr_n5_irregular_a__high_low.npz
v43_structure,v43_tr_n5_irregular_a__low_high,train_fixed_n5,train_fixed_n5,train,low_high,0.0,1141.205,0.0405195,0.9359818091963984,8.973366569076592,5.0,33.040168546731316,2.5747193563706077,fields/v43_tr_n5_irregular_a__low_high.npz,structure_features/v43_tr_n5_irregular_a__low_high.npz
v43_structure,v43_tr_n5_irregular_a__high_high,train_fixed_n5,train_fixed_n5,train,high_high,0.0,2409.13,0.0405195,0.9359818091963984,8.973366569076592,5.0,33.040168546731316,2.5747193563706077,fields/v43_tr_n5_irregular_a__high_high.npz,structure_features/v43_tr_n5_irregular_a__high_high.npz
v43_structure,v43_tr_n5_irregular_b__center,train_fixed_n5,train_fixed_n5,train,center,0.0,1758.995,0.017931,1.077836929537293,2.038914748681588,5.0,34.632660012394716,2.316549676740795,fields/v43_tr_n5_irregular_b__center.npz,structure_features/v43_tr_n5_irregular_b__center.npz
v43_structure,v43_tr_n5_irregular_b__low_low,train_fixed_n5,train_fixed_n5,train,low_low,0.0,1141.205,0.0073285,1.077836929537293,2.038914748681588,5.0,34.632660012394716,2.316549676740795,fields/v43_tr_n5_irregular_b__low_low.npz,structure_features/v43_tr_n5_irregular_b__low_low.npz
v43_structure,v43_tr_n5_irregular_b__high_low,train_fixed_n5,train_fixed_n5,train,high_low,0.0,2409.13,0.0073285,1.077836929537293,2.038914748681588,5.0,34.632660012394716,2.316549676740795,fields/v43_tr_n5_irregular_b__high_low.npz,structure_features/v43_tr_n5_irregular_b__high_low.npz
v43_structure,v43_tr_n5_irregular_b__low_high,train_fixed_n5,train_fixed_n5,train,low_high,0.0,1141.205,0.0405195,1.077836929537293,2.038914748681588,5.0,34.632660012394716,2.316549676740795,fields/v43_tr_n5_irregular_b__low_high.npz,structure_features/v43_tr_n5_irregular_b__low_high.npz
v43_structure,v43_tr_n5_irregular_b__high_high,train_fixed_n5,train_fixed_n5,train,high_high,0.0,2409.13,0.0405195,1.077836929537293,2.038914748681588,5.0,34.632660012394716,2.316549676740795,fields/v43_tr_n5_irregular_b__high_high.npz,structure_features/v43_tr_n5_irregular_b__high_high.npz
v43_structure,v43_tr_n6_anchor_a__center,train_fixed_n6,train_fixed_n6,train,center,0.0,1758.995,0.017931,1.0,3.5,6.0,29.9,2.5,fields/v43_tr_n6_anchor_a__center.npz,structure_features/v43_tr_n6_anchor_a__center.npz
v43_structure,v43_tr_n6_anchor_a__low_low,train_fixed_n6,train_fixed_n6,train,low_low,0.0,1141.205,0.0073285,1.0,3.5,6.0,29.9,2.5,fields/v43_tr_n6_anchor_a__low_low.npz,structure_features/v43_tr_n6_anchor_a__low_low.npz
v43_structure,v43_tr_n6_anchor_a__high_low,train_fixed_n6,train_fixed_n6,train,high_low,0.0,2409.13,0.0073285,1.0,3.5,6.0,29.9,2.5,fields/v43_tr_n6_anchor_a__high_low.npz,structure_features/v43_tr_n6_anchor_a__high_low.npz
v43_structure,v43_tr_n6_anchor_a__low_high,train_fixed_n6,train_fixed_n6,train,low_high,0.0,1141.205,0.0405195,1.0,3.5,6.0,29.9,2.5,fields/v43_tr_n6_anchor_a__low_high.npz,structure_features/v43_tr_n6_anchor_a__low_high.npz
v43_structure,v43_tr_n6_anchor_a__high_high,train_fixed_n6,train_fixed_n6,train,high_high,0.0,2409.13,0.0405195,1.0,3.5,6.0,29.9,2.5,fields/v43_tr_n6_anchor_a__high_high.npz,structure_features/v43_tr_n6_anchor_a__high_high.npz
v43_structure,v43_tr_n6_anchor_b__center,train_fixed_n6,train_fixed_n6,train,center,0.0,1758.995,0.017931,1.0999999999999999,5.45,6.0,27.05,1.5,fields/v43_tr_n6_anchor_b__center.npz,structure_features/v43_tr_n6_anchor_b__center.npz
v43_structure,v43_tr_n6_anchor_b__low_low,train_fixed_n6,train_fixed_n6,train,low_low,0.0,1141.205,0.0073285,1.0999999999999999,5.45,6.0,27.05,1.5,fields/v43_tr_n6_anchor_b__low_low.npz,structure_features/v43_tr_n6_anchor_b__low_low.npz
v43_structure,v43_tr_n6_anchor_b__high_low,train_fixed_n6,train_fixed_n6,train,high_low,0.0,2409.13,0.0073285,1.0999999999999999,5.45,6.0,27.05,1.5,fields/v43_tr_n6_anchor_b__high_low.npz,structure_features/v43_tr_n6_anchor_b__high_low.npz
v43_structure,v43_tr_n6_anchor_b__low_high,train_fixed_n6,train_fixed_n6,train,low_high,0.0,1141.205,0.0405195,1.0999999999999999,5.45,6.0,27.05,1.5,fields/v43_tr_n6_anchor_b__low_high.npz,structure_features/v43_tr_n6_anchor_b__low_high.npz
v43_structure,v43_tr_n6_anchor_b__high_high,train_fixed_n6,train_fixed_n6,train,high_high,0.0,2409.13,0.0405195,1.0999999999999999,5.45,6.0,27.05,1.5,fields/v43_tr_n6_anchor_b__high_high.npz,structure_features/v43_tr_n6_anchor_b__high_high.npz
v43_structure,v43_tr_n6_radial_minus__center,train_fixed_n6,train_fixed_n6,train,center,0.0,1758.995,0.017931,1.0,3.5,6.0,29.9,2.5,fields/v43_tr_n6_radial_minus__center.npz,structure_features/v43_tr_n6_radial_minus__center.npz
v43_structure,v43_tr_n6_radial_minus__low_low,train_fixed_n6,train_fixed_n6,train,low_low,0.0,1141.205,0.0073285,1.0,3.5,6.0,29.9,2.5,fields/v43_tr_n6_radial_minus__low_low.npz,structure_features/v43_tr_n6_radial_minus__low_low.npz
v43_structure,v43_tr_n6_radial_minus__high_low,train_fixed_n6,train_fixed_n6,train,high_low,0.0,2409.13,0.0073285,1.0,3.5,6.0,29.9,2.5,fields/v43_tr_n6_radial_minus__high_low.npz,structure_features/v43_tr_n6_radial_minus__high_low.npz
v43_structure,v43_tr_n6_radial_minus__low_high,train_fixed_n6,train_fixed_n6,train,low_high,0.0,1141.205,0.0405195,1.0,3.5,6.0,29.9,2.5,fields/v43_tr_n6_radial_minus__low_high.npz,structure_features/v43_tr_n6_radial_minus__low_high.npz
v43_structure,v43_tr_n6_radial_minus__high_high,train_fixed_n6,train_fixed_n6,train,high_high,0.0,2409.13,0.0405195,1.0,3.5,6.0,29.9,2.5,fields/v43_tr_n6_radial_minus__high_high.npz,structure_features/v43_tr_n6_radial_minus__high_high.npz
v43_structure,v43_tr_n6_radial_plus__center,train_fixed_n6,train_fixed_n6,train,center,0.0,1758.995,0.017931,1.0,3.5,6.0,29.9,2.5,fields/v43_tr_n6_radial_plus__center.npz,structure_features/v43_tr_n6_radial_plus__center.npz
v43_structure,v43_tr_n6_radial_plus__low_low,train_fixed_n6,train_fixed_n6,train,low_low,0.0,1141.205,0.0073285,1.0,3.5,6.0,29.9,2.5,fields/v43_tr_n6_radial_plus__low_low.npz,structure_features/v43_tr_n6_radial_plus__low_low.npz
v43_structure,v43_tr_n6_radial_plus__high_low,train_fixed_n6,train_fixed_n6,train,high_low,0.0,2409.13,0.0073285,1.0,3.5,6.0,29.9,2.5,fields/v43_tr_n6_radial_plus__high_low.npz,structure_features/v43_tr_n6_radial_plus__high_low.npz
v43_structure,v43_tr_n6_radial_plus__low_high,train_fixed_n6,train_fixed_n6,train,low_high,0.0,1141.205,0.0405195,1.0,3.5,6.0,29.9,2.5,fields/v43_tr_n6_radial_plus__low_high.npz,structure_features/v43_tr_n6_radial_plus__low_high.npz
v43_structure,v43_tr_n6_radial_plus__high_high,train_fixed_n6,train_fixed_n6,train,high_high,0.0,2409.13,0.0405195,1.0,3.5,6.0,29.9,2.5,fields/v43_tr_n6_radial_plus__high_high.npz,structure_features/v43_tr_n6_radial_plus__high_high.npz
v43_structure,v43_tr_n6_vertical_minus__center,train_fixed_n6,train_fixed_n6,train,center,0.0,1758.995,0.017931,1.0,3.5,6.0,29.9,2.333333333333332,fields/v43_tr_n6_vertical_minus__center.npz,structure_features/v43_tr_n6_vertical_minus__center.npz
v43_structure,v43_tr_n6_vertical_minus__low_low,train_fixed_n6,train_fixed_n6,train,low_low,0.0,1141.205,0.0073285,1.0,3.5,6.0,29.9,2.333333333333332,fields/v43_tr_n6_vertical_minus__low_low.npz,structure_features/v43_tr_n6_vertical_minus__low_low.npz
v43_structure,v43_tr_n6_vertical_minus__high_low,train_fixed_n6,train_fixed_n6,train,high_low,0.0,2409.13,0.0073285,1.0,3.5,6.0,29.9,2.333333333333332,fields/v43_tr_n6_vertical_minus__high_low.npz,structure_features/v43_tr_n6_vertical_minus__high_low.npz
v43_structure,v43_tr_n6_vertical_minus__low_high,train_fixed_n6,train_fixed_n6,train,low_high,0.0,1141.205,0.0405195,1.0,3.5,6.0,29.9,2.333333333333332,fields/v43_tr_n6_vertical_minus__low_high.npz,structure_features/v43_tr_n6_vertical_minus__low_high.npz
v43_structure,v43_tr_n6_vertical_minus__high_high,train_fixed_n6,train_fixed_n6,train,high_high,0.0,2409.13,0.0405195,1.0,3.5,6.0,29.9,2.333333333333332,fields/v43_tr_n6_vertical_minus__high_high.npz,structure_features/v43_tr_n6_vertical_minus__high_high.npz
v43_structure,v43_tr_n6_vertical_plus__center,train_fixed_n6,train_fixed_n6,train,center,0.0,1758.995,0.017931,1.0,3.5,6.0,29.9,2.666666666666668,fields/v43_tr_n6_vertical_plus__center.npz,structure_features/v43_tr_n6_vertical_plus__center.npz
v43_structure,v43_tr_n6_vertical_plus__low_low,train_fixed_n6,train_fixed_n6,train,low_low,0.0,1141.205,0.0073285,1.0,3.5,6.0,29.9,2.666666666666668,fields/v43_tr_n6_vertical_plus__low_low.npz,structure_features/v43_tr_n6_vertical_plus__low_low.npz
v43_structure,v43_tr_n6_vertical_plus__high_low,train_fixed_n6,train_fixed_n6,train,high_low,0.0,2409.13,0.0073285,1.0,3.5,6.0,29.9,2.666666666666668,fields/v43_tr_n6_vertical_plus__high_low.npz,structure_features/v43_tr_n6_vertical_plus__high_low.npz
v43_structure,v43_tr_n6_vertical_plus__low_high,train_fixed_n6,train_fixed_n6,train,low_high,0.0,1141.205,0.0405195,1.0,3.5,6.0,29.9,2.666666666666668,fields/v43_tr_n6_vertical_plus__low_high.npz,structure_features/v43_tr_n6_vertical_plus__low_high.npz
v43_structure,v43_tr_n6_vertical_plus__high_high,train_fixed_n6,train_fixed_n6,train,high_high,0.0,2409.13,0.0405195,1.0,3.5,6.0,29.9,2.666666666666668,fields/v43_tr_n6_vertical_plus__high_high.npz,structure_features/v43_tr_n6_vertical_plus__high_high.npz
v43_structure,v43_tr_n6_width_minus__center,train_fixed_n6,train_fixed_n6,train,center,0.0,1758.995,0.017931,0.975,3.5,6.0,29.9,2.5,fields/v43_tr_n6_width_minus__center.npz,structure_features/v43_tr_n6_width_minus__center.npz
v43_structure,v43_tr_n6_width_minus__low_low,train_fixed_n6,train_fixed_n6,train,low_low,0.0,1141.205,0.0073285,0.975,3.5,6.0,29.9,2.5,fields/v43_tr_n6_width_minus__low_low.npz,structure_features/v43_tr_n6_width_minus__low_low.npz
v43_structure,v43_tr_n6_width_minus__high_low,train_fixed_n6,train_fixed_n6,train,high_low,0.0,2409.13,0.0073285,0.975,3.5,6.0,29.9,2.5,fields/v43_tr_n6_width_minus__high_low.npz,structure_features/v43_tr_n6_width_minus__high_low.npz
v43_structure,v43_tr_n6_width_minus__low_high,train_fixed_n6,train_fixed_n6,train,low_high,0.0,1141.205,0.0405195,0.975,3.5,6.0,29.9,2.5,fields/v43_tr_n6_width_minus__low_high.npz,structure_features/v43_tr_n6_width_minus__low_high.npz
v43_structure,v43_tr_n6_width_minus__high_high,train_fixed_n6,train_fixed_n6,train,high_high,0.0,2409.13,0.0405195,0.975,3.5,6.0,29.9,2.5,fields/v43_tr_n6_width_minus__high_high.npz,structure_features/v43_tr_n6_width_minus__high_high.npz
v43_structure,v43_tr_n6_width_plus__center,train_fixed_n6,train_fixed_n6,train,center,0.0,1758.995,0.017931,1.0250000000000001,3.5,6.0,29.9,2.5,fields/v43_tr_n6_width_plus__center.npz,structure_features/v43_tr_n6_width_plus__center.npz
v43_structure,v43_tr_n6_width_plus__low_low,train_fixed_n6,train_fixed_n6,train,low_low,0.0,1141.205,0.0073285,1.0250000000000001,3.5,6.0,29.9,2.5,fields/v43_tr_n6_width_plus__low_low.npz,structure_features/v43_tr_n6_width_plus__low_low.npz
