case_id,layout_id,design_family_id,split,stage,layout_kind,operation_id,legacy_dimension_representable,coil_layout_csv
v43_tr_n6_width_minus__high_high,v43_tr_n6_width_minus,train_fixed_n6,train,G1,single_coil_radial_width_minus,high_high,0,structure/coil_layout/v43_tr_n6_width_minus__high_high__coil_layout.csv
v43_tr_n6_width_plus__center,v43_tr_n6_width_plus,train_fixed_n6,train,G1,single_coil_radial_width_plus,center,0,structure/coil_layout/v43_tr_n6_width_plus__center__coil_layout.csv
v43_tr_n6_width_plus__low_low,v43_tr_n6_width_plus,train_fixed_n6,train,G1,single_coil_radial_width_plus,low_low,0,structure/coil_layout/v43_tr_n6_width_plus__low_low__coil_layout.csv
v43_tr_n6_width_plus__high_low,v43_tr_n6_width_plus,train_fixed_n6,train,G1,single_coil_radial_width_plus,high_low,0,structure/coil_layout/v43_tr_n6_width_plus__high_low__coil_layout.csv
v43_tr_n6_width_plus__low_high,v43_tr_n6_width_plus,train_fixed_n6,train,G1,single_coil_radial_width_plus,low_high,0,structure/coil_layout/v43_tr_n6_width_plus__low_high__coil_layout.csv
v43_tr_n6_width_plus__high_high,v43_tr_n6_width_plus,train_fixed_n6,train,G1,single_coil_radial_width_plus,high_high,0,structure/coil_layout/v43_tr_n6_width_plus__high_high__coil_layout.csv
v43_tr_n6_height_minus__center,v43_tr_n6_height_minus,train_fixed_n6,train,G1,single_coil_axial_height_minus,center,0,structure/coil_layout/v43_tr_n6_height_minus__center__coil_layout.csv
v43_tr_n6_height_minus__low_low,v43_tr_n6_height_minus,train_fixed_n6,train,G1,single_coil_axial_height_minus,low_low,0,structure/coil_layout/v43_tr_n6_height_minus__low_low__coil_layout.csv
v43_tr_n6_height_minus__high_low,v43_tr_n6_height_minus,train_fixed_n6,train,G1,single_coil_axial_height_minus,high_low,0,structure/coil_layout/v43_tr_n6_height_minus__high_low__coil_layout.csv
v43_tr_n6_height_minus__low_high,v43_tr_n6_height_minus,train_fixed_n6,train,G1,single_coil_axial_height_minus,low_high,0,structure/coil_layout/v43_tr_n6_height_minus__low_high__coil_layout.csv
v43_tr_n6_height_minus__high_high,v43_tr_n6_height_minus,train_fixed_n6,train,G1,single_coil_axial_height_minus,high_high,0,structure/coil_layout/v43_tr_n6_height_minus__high_high__coil_layout.csv
v43_tr_n6_height_plus__center,v43_tr_n6_height_plus,train_fixed_n6,train,G1,single_coil_axial_height_plus,center,0,structure/coil_layout/v43_tr_n6_height_plus__center__coil_layout.csv
v43_tr_n6_height_plus__low_low,v43_tr_n6_height_plus,train_fixed_n6,train,G1,single_coil_axial_height_plus,low_low,0,structure/coil_layout/v43_tr_n6_height_plus__low_low__coil_layout.csv
v43_tr_n6_height_plus__high_low,v43_tr_n6_height_plus,train_fixed_n6,train,G1,single_coil_axial_height_plus,high_low,0,structure/coil_layout/v43_tr_n6_height_plus__high_low__coil_layout.csv
v43_tr_n6_height_plus__low_high,v43_tr_n6_height_plus,train_fixed_n6,train,G1,single_coil_axial_height_plus,low_high,0,structure/coil_layout/v43_tr_n6_height_plus__low_high__coil_layout.csv
v43_tr_n6_height_plus__high_high,v43_tr_n6_height_plus,train_fixed_n6,train,G1,single_coil_axial_height_plus,high_high,0,structure/coil_layout/v43_tr_n6_height_plus__high_high__coil_layout.csv
v43_tr_n6_irregular_a__center,v43_tr_n6_irregular_a,train_fixed_n6,train,G1,maximin_irregular,center,0,structure/coil_layout/v43_tr_n6_irregular_a__center__coil_layout.csv
v43_tr_n6_irregular_a__low_low,v43_tr_n6_irregular_a,train_fixed_n6,train,G1,maximin_irregular,low_low,0,structure/coil_layout/v43_tr_n6_irregular_a__low_low__coil_layout.csv
v43_tr_n6_irregular_a__high_low,v43_tr_n6_irregular_a,train_fixed_n6,train,G1,maximin_irregular,high_low,0,structure/coil_layout/v43_tr_n6_irregular_a__high_low__coil_layout.csv
v43_tr_n6_irregular_a__low_high,v43_tr_n6_irregular_a,train_fixed_n6,train,G1,maximin_irregular,low_high,0,structure/coil_layout/v43_tr_n6_irregular_a__low_high__coil_layout.csv
v43_tr_n6_irregular_a__high_high,v43_tr_n6_irregular_a,train_fixed_n6,train,G1,maximin_irregular,high_high,0,structure/coil_layout/v43_tr_n6_irregular_a__high_high__coil_layout.csv
v43_tr_n6_irregular_b__center,v43_tr_n6_irregular_b,train_fixed_n6,train,G1,maximin_irregular,center,0,structure/coil_layout/v43_tr_n6_irregular_b__center__coil_layout.csv
v43_tr_n6_irregular_b__low_low,v43_tr_n6_irregular_b,train_fixed_n6,train,G1,maximin_irregular,low_low,0,structure/coil_layout/v43_tr_n6_irregular_b__low_low__coil_layout.csv
v43_tr_n6_irregular_b__high_low,v43_tr_n6_irregular_b,train_fixed_n6,train,G1,maximin_irregular,high_low,0,structure/coil_layout/v43_tr_n6_irregular_b__high_low__coil_layout.csv
v43_tr_n6_irregular_b__low_high,v43_tr_n6_irregular_b,train_fixed_n6,train,G1,maximin_irregular,low_high,0,structure/coil_layout/v43_tr_n6_irregular_b__low_high__coil_layout.csv
v43_tr_n6_irregular_b__high_high,v43_tr_n6_irregular_b,train_fixed_n6,train,G1,maximin_irregular,high_high,0,structure/coil_layout/v43_tr_n6_irregular_b__high_high__coil_layout.csv
v43_ad_n2_1__center,v43_ad_n2_1,train_adaptive_n2,train,G2,sdf_maximin,center,0,structure/coil_layout/v43_ad_n2_1__center__coil_layout.csv
v43_ad_n2_1__low_low,v43_ad_n2_1,train_adaptive_n2,train,G2,sdf_maximin,low_low,0,structure/coil_layout/v43_ad_n2_1__low_low__coil_layout.csv
v43_ad_n2_1__high_low,v43_ad_n2_1,train_adaptive_n2,train,G2,sdf_maximin,high_low,0,structure/coil_layout/v43_ad_n2_1__high_low__coil_layout.csv
v43_ad_n2_1__low_high,v43_ad_n2_1,train_adaptive_n2,train,G2,sdf_maximin,low_high,0,structure/coil_layout/v43_ad_n2_1__low_high__coil_layout.csv
v43_ad_n2_1__high_high,v43_ad_n2_1,train_adaptive_n2,train,G2,sdf_maximin,high_high,0,structure/coil_layout/v43_ad_n2_1__high_high__coil_layout.csv
v43_ad_n2_2__center,v43_ad_n2_2,train_adaptive_n2,train,G2,sdf_maximin,center,0,structure/coil_layout/v43_ad_n2_2__center__coil_layout.csv
v43_ad_n2_2__low_low,v43_ad_n2_2,train_adaptive_n2,train,G2,sdf_maximin,low_low,0,structure/coil_layout/v43_ad_n2_2__low_low__coil_layout.csv
v43_ad_n2_2__high_low,v43_ad_n2_2,train_adaptive_n2,train,G2,sdf_maximin,high_low,0,structure/coil_layout/v43_ad_n2_2__high_low__coil_layout.csv
v43_ad_n2_2__low_high,v43_ad_n2_2,train_adaptive_n2,train,G2,sdf_maximin,low_high,0,structure/coil_layout/v43_ad_n2_2__low_high__coil_layout.csv
v43_ad_n2_2__high_high,v43_ad_n2_2,train_adaptive_n2,train,G2,sdf_maximin,high_high,0,structure/coil_layout/v43_ad_n2_2__high_high__coil_layout.csv
v43_ad_n2_3__center,v43_ad_n2_3,train_adaptive_n2,train,G2,dimension_sdf_disagreement,center,0,structure/coil_layout/v43_ad_n2_3__center__coil_layout.csv
v43_ad_n2_3__low_low,v43_ad_n2_3,train_adaptive_n2,train,G2,dimension_sdf_disagreement,low_low,0,structure/coil_layout/v43_ad_n2_3__low_low__coil_layout.csv
v43_ad_n2_3__high_low,v43_ad_n2_3,train_adaptive_n2,train,G2,dimension_sdf_disagreement,high_low,0,structure/coil_layout/v43_ad_n2_3__high_low__coil_layout.csv
v43_ad_n2_3__low_high,v43_ad_n2_3,train_adaptive_n2,train,G2,dimension_sdf_disagreement,low_high,0,structure/coil_layout/v43_ad_n2_3__low_high__coil_layout.csv
v43_ad_n2_3__high_high,v43_ad_n2_3,train_adaptive_n2,train,G2,dimension_sdf_disagreement,high_high,0,structure/coil_layout/v43_ad_n2_3__high_high__coil_layout.csv
v43_ad_n2_4__center,v43_ad_n2_4,train_adaptive_n2,train,G2,coupled_interaction,center,0,structure/coil_layout/v43_ad_n2_4__center__coil_layout.csv
v43_ad_n2_4__low_low,v43_ad_n2_4,train_adaptive_n2,train,G2,coupled_interaction,low_low,0,structure/coil_layout/v43_ad_n2_4__low_low__coil_layout.csv
v43_ad_n2_4__high_low,v43_ad_n2_4,train_adaptive_n2,train,G2,coupled_interaction,high_low,0,structure/coil_layout/v43_ad_n2_4__high_low__coil_layout.csv
v43_ad_n2_4__low_high,v43_ad_n2_4,train_adaptive_n2,train,G2,coupled_interaction,low_high,0,structure/coil_layout/v43_ad_n2_4__low_high__coil_layout.csv
v43_ad_n2_4__high_high,v43_ad_n2_4,train_adaptive_n2,train,G2,coupled_interaction,high_high,0,structure/coil_layout/v43_ad_n2_4__high_high__coil_layout.csv
v43_ad_n3_1__center,v43_ad_n3_1,train_adaptive_n3,train,G2,sdf_maximin,center,0,structure/coil_layout/v43_ad_n3_1__center__coil_layout.csv
v43_ad_n3_1__low_low,v43_ad_n3_1,train_adaptive_n3,train,G2,sdf_maximin,low_low,0,structure/coil_layout/v43_ad_n3_1__low_low__coil_layout.csv
v43_ad_n3_1__high_low,v43_ad_n3_1,train_adaptive_n3,train,G2,sdf_maximin,high_low,0,structure/coil_layout/v43_ad_n3_1__high_low__coil_layout.csv
v43_ad_n3_1__low_high,v43_ad_n3_1,train_adaptive_n3,train,G2,sdf_maximin,low_high,0,structure/coil_layout/v43_ad_n3_1__low_high__coil_layout.csv
v43_ad_n3_1__high_high,v43_ad_n3_1,train_adaptive_n3,train,G2,sdf_maximin,high_high,0,structure/coil_layout/v43_ad_n3_1__high_high__coil_layout.csv
v43_ad_n3_2__center,v43_ad_n3_2,train_adaptive_n3,train,G2,sdf_maximin,center,0,structure/coil_layout/v43_ad_n3_2__center__coil_layout.csv
v43_ad_n3_2__low_low,v43_ad_n3_2,train_adaptive_n3,train,G2,sdf_maximin,low_low,0,structure/coil_layout/v43_ad_n3_2__low_low__coil_layout.csv
v43_ad_n3_2__high_low,v43_ad_n3_2,train_adaptive_n3,train,G2,sdf_maximin,high_low,0,structure/coil_layout/v43_ad_n3_2__high_low__coil_layout.csv
v43_ad_n3_2__low_high,v43_ad_n3_2,train_adaptive_n3,train,G2,sdf_maximin,low_high,0,structure/coil_layout/v43_ad_n3_2__low_high__coil_layout.csv
v43_ad_n3_2__high_high,v43_ad_n3_2,train_adaptive_n3,train,G2,sdf_maximin,high_high,0,structure/coil_layout/v43_ad_n3_2__high_high__coil_layout.csv
v43_ad_n3_3__center,v43_ad_n3_3,train_adaptive_n3,train,G2,dimension_sdf_disagreement,center,0,structure/coil_layout/v43_ad_n3_3__center__coil_layout.csv
v43_ad_n3_3__low_low,v43_ad_n3_3,train_adaptive_n3,train,G2,dimension_sdf_disagreement,low_low,0,structure/coil_layout/v43_ad_n3_3__low_low__coil_layout.csv
v43_ad_n3_3__high_low,v43_ad_n3_3,train_adaptive_n3,train,G2,dimension_sdf_disagreement,high_low,0,structure/coil_layout/v43_ad_n3_3__high_low__coil_layout.csv
v43_ad_n3_3__low_high,v43_ad_n3_3,train_adaptive_n3,train,G2,dimension_sdf_disagreement,low_high,0,structure/coil_layout/v43_ad_n3_3__low_high__coil_layout.csv
v43_ad_n3_3__high_high,v43_ad_n3_3,train_adaptive_n3,train,G2,dimension_sdf_disagreement,high_high,0,structure/coil_layout/v43_ad_n3_3__high_high__coil_layout.csv
v43_ad_n3_4__center,v43_ad_n3_4,train_adaptive_n3,train,G2,coupled_interaction,center,0,structure/coil_layout/v43_ad_n3_4__center__coil_layout.csv
v43_ad_n3_4__low_low,v43_ad_n3_4,train_adaptive_n3,train,G2,coupled_interaction,low_low,0,structure/coil_layout/v43_ad_n3_4__low_low__coil_layout.csv
v43_ad_n3_4__high_low,v43_ad_n3_4,train_adaptive_n3,train,G2,coupled_interaction,high_low,0,structure/coil_layout/v43_ad_n3_4__high_low__coil_layout.csv
v43_ad_n3_4__low_high,v43_ad_n3_4,train_adaptive_n3,train,G2,coupled_interaction,low_high,0,structure/coil_layout/v43_ad_n3_4__low_high__coil_layout.csv
v43_ad_n3_4__high_high,v43_ad_n3_4,train_adaptive_n3,train,G2,coupled_interaction,high_high,0,structure/coil_layout/v43_ad_n3_4__high_high__coil_layout.csv
v43_ad_n4_1__center,v43_ad_n4_1,train_adaptive_n4,train,G2,sdf_maximin,center,0,structure/coil_layout/v43_ad_n4_1__center__coil_layout.csv
v43_ad_n4_1__low_low,v43_ad_n4_1,train_adaptive_n4,train,G2,sdf_maximin,low_low,0,structure/coil_layout/v43_ad_n4_1__low_low__coil_layout.csv
v43_ad_n4_1__high_low,v43_ad_n4_1,train_adaptive_n4,train,G2,sdf_maximin,high_low,0,structure/coil_layout/v43_ad_n4_1__high_low__coil_layout.csv
v43_ad_n4_1__low_high,v43_ad_n4_1,train_adaptive_n4,train,G2,sdf_maximin,low_high,0,structure/coil_layout/v43_ad_n4_1__low_high__coil_layout.csv
v43_ad_n4_1__high_high,v43_ad_n4_1,train_adaptive_n4,train,G2,sdf_maximin,high_high,0,structure/coil_layout/v43_ad_n4_1__high_high__coil_layout.csv
v43_ad_n4_2__center,v43_ad_n4_2,train_adaptive_n4,train,G2,sdf_maximin,center,0,structure/coil_layout/v43_ad_n4_2__center__coil_layout.csv
v43_ad_n4_2__low_low,v43_ad_n4_2,train_adaptive_n4,train,G2,sdf_maximin,low_low,0,structure/coil_layout/v43_ad_n4_2__low_low__coil_layout.csv
v43_ad_n4_2__high_low,v43_ad_n4_2,train_adaptive_n4,train,G2,sdf_maximin,high_low,0,structure/coil_layout/v43_ad_n4_2__high_low__coil_layout.csv
v43_ad_n4_2__low_high,v43_ad_n4_2,train_adaptive_n4,train,G2,sdf_maximin,low_high,0,structure/coil_layout/v43_ad_n4_2__low_high__coil_layout.csv
v43_ad_n4_2__high_high,v43_ad_n4_2,train_adaptive_n4,train,G2,sdf_maximin,high_high,0,structure/coil_layout/v43_ad_n4_2__high_high__coil_layout.csv
v43_ad_n4_3__center,v43_ad_n4_3,train_adaptive_n4,train,G2,dimension_sdf_disagreement,center,0,structure/coil_layout/v43_ad_n4_3__center__coil_layout.csv
v43_ad_n4_3__low_low,v43_ad_n4_3,train_adaptive_n4,train,G2,dimension_sdf_disagreement,low_low,0,structure/coil_layout/v43_ad_n4_3__low_low__coil_layout.csv
v43_ad_n4_3__high_low,v43_ad_n4_3,train_adaptive_n4,train,G2,dimension_sdf_disagreement,high_low,0,structure/coil_layout/v43_ad_n4_3__high_low__coil_layout.csv
v43_ad_n4_3__low_high,v43_ad_n4_3,train_adaptive_n4,train,G2,dimension_sdf_disagreement,low_high,0,structure/coil_layout/v43_ad_n4_3__low_high__coil_layout.csv
v43_ad_n4_3__high_high,v43_ad_n4_3,train_adaptive_n4,train,G2,dimension_sdf_disagreement,high_high,0,structure/coil_layout/v43_ad_n4_3__high_high__coil_layout.csv
v43_ad_n4_4__center,v43_ad_n4_4,train_adaptive_n4,train,G2,coupled_interaction,center,0,structure/coil_layout/v43_ad_n4_4__center__coil_layout.csv
v43_ad_n4_4__low_low,v43_ad_n4_4,train_adaptive_n4,train,G2,coupled_interaction,low_low,0,structure/coil_layout/v43_ad_n4_4__low_low__coil_layout.csv
v43_ad_n4_4__high_low,v43_ad_n4_4,train_adaptive_n4,train,G2,coupled_interaction,high_low,0,structure/coil_layout/v43_ad_n4_4__high_low__coil_layout.csv
v43_ad_n4_4__low_high,v43_ad_n4_4,train_adaptive_n4,train,G2,coupled_interaction,low_high,0,structure/coil_layout/v43_ad_n4_4__low_high__coil_layout.csv
v43_ad_n4_4__high_high,v43_ad_n4_4,train_adaptive_n4,train,G2,coupled_interaction,high_high,0,structure/coil_layout/v43_ad_n4_4__high_high__coil_layout.csv
v43_ad_n5_1__center,v43_ad_n5_1,train_adaptive_n5,train,G2,sdf_maximin,center,0,structure/coil_layout/v43_ad_n5_1__center__coil_layout.csv
v43_ad_n5_1__low_low,v43_ad_n5_1,train_adaptive_n5,train,G2,sdf_maximin,low_low,0,structure/coil_layout/v43_ad_n5_1__low_low__coil_layout.csv
v43_ad_n5_1__high_low,v43_ad_n5_1,train_adaptive_n5,train,G2,sdf_maximin,high_low,0,structure/coil_layout/v43_ad_n5_1__high_low__coil_layout.csv
v43_ad_n5_1__low_high,v43_ad_n5_1,train_adaptive_n5,train,G2,sdf_maximin,low_high,0,structure/coil_layout/v43_ad_n5_1__low_high__coil_layout.csv
v43_ad_n5_1__high_high,v43_ad_n5_1,train_adaptive_n5,train,G2,sdf_maximin,high_high,0,structure/coil_layout/v43_ad_n5_1__high_high__coil_layout.csv
v43_ad_n5_2__center,v43_ad_n5_2,train_adaptive_n5,train,G2,sdf_maximin,center,0,structure/coil_layout/v43_ad_n5_2__center__coil_layout.csv
v43_ad_n5_2__low_low,v43_ad_n5_2,train_adaptive_n5,train,G2,sdf_maximin,low_low,0,structure/coil_layout/v43_ad_n5_2__low_low__coil_layout.csv
v43_ad_n5_2__high_low,v43_ad_n5_2,train_adaptive_n5,train,G2,sdf_maximin,high_low,0,structure/coil_layout/v43_ad_n5_2__high_low__coil_layout.csv
v43_ad_n5_2__low_high,v43_ad_n5_2,train_adaptive_n5,train,G2,sdf_maximin,low_high,0,structure/coil_layout/v43_ad_n5_2__low_high__coil_layout.csv
v43_ad_n5_2__high_high,v43_ad_n5_2,train_adaptive_n5,train,G2,sdf_maximin,high_high,0,structure/coil_layout/v43_ad_n5_2__high_high__coil_layout.csv
v43_ad_n5_3__center,v43_ad_n5_3,train_adaptive_n5,train,G2,dimension_sdf_disagreement,center,0,structure/coil_layout/v43_ad_n5_3__center__coil_layout.csv
v43_ad_n5_3__low_low,v43_ad_n5_3,train_adaptive_n5,train,G2,dimension_sdf_disagreement,low_low,0,structure/coil_layout/v43_ad_n5_3__low_low__coil_layout.csv
v43_ad_n5_3__high_low,v43_ad_n5_3,train_adaptive_n5,train,G2,dimension_sdf_disagreement,high_low,0,structure/coil_layout/v43_ad_n5_3__high_low__coil_layout.csv
v43_ad_n5_3__low_high,v43_ad_n5_3,train_adaptive_n5,train,G2,dimension_sdf_disagreement,low_high,0,structure/coil_layout/v43_ad_n5_3__low_high__coil_layout.csv
v43_ad_n5_3__high_high,v43_ad_n5_3,train_adaptive_n5,train,G2,dimension_sdf_disagreement,high_high,0,structure/coil_layout/v43_ad_n5_3__high_high__coil_layout.csv
v43_ad_n5_4__center,v43_ad_n5_4,train_adaptive_n5,train,G2,coupled_interaction,center,0,structure/coil_layout/v43_ad_n5_4__center__coil_layout.csv
v43_ad_n5_4__low_low,v43_ad_n5_4,train_adaptive_n5,train,G2,coupled_interaction,low_low,0,structure/coil_layout/v43_ad_n5_4__low_low__coil_layout.csv
v43_ad_n5_4__high_low,v43_ad_n5_4,train_adaptive_n5,train,G2,coupled_interaction,high_low,0,structure/coil_layout/v43_ad_n5_4__high_low__coil_layout.csv
v43_ad_n5_4__low_high,v43_ad_n5_4,train_adaptive_n5,train,G2,coupled_interaction,low_high,0,structure/coil_layout/v43_ad_n5_4__low_high__coil_layout.csv
v43_ad_n5_4__high_high,v43_ad_n5_4,train_adaptive_n5,train,G2,coupled_interaction,high_high,0,structure/coil_layout/v43_ad_n5_4__high_high__coil_layout.csv
v43_ad_n6_1__center,v43_ad_n6_1,train_adaptive_n6,train,G2,sdf_maximin,center,0,structure/coil_layout/v43_ad_n6_1__center__coil_layout.csv
v43_ad_n6_1__low_low,v43_ad_n6_1,train_adaptive_n6,train,G2,sdf_maximin,low_low,0,structure/coil_layout/v43_ad_n6_1__low_low__coil_layout.csv
v43_ad_n6_1__high_low,v43_ad_n6_1,train_adaptive_n6,train,G2,sdf_maximin,high_low,0,structure/coil_layout/v43_ad_n6_1__high_low__coil_layout.csv
v43_ad_n6_1__low_high,v43_ad_n6_1,train_adaptive_n6,train,G2,sdf_maximin,low_high,0,structure/coil_layout/v43_ad_n6_1__low_high__coil_layout.csv
v43_ad_n6_1__high_high,v43_ad_n6_1,train_adaptive_n6,train,G2,sdf_maximin,high_high,0,structure/coil_layout/v43_ad_n6_1__high_high__coil_layout.csv
v43_ad_n6_2__center,v43_ad_n6_2,train_adaptive_n6,train,G2,sdf_maximin,center,0,structure/coil_layout/v43_ad_n6_2__center__coil_layout.csv
v43_ad_n6_2__low_low,v43_ad_n6_2,train_adaptive_n6,train,G2,sdf_maximin,low_low,0,structure/coil_layout/v43_ad_n6_2__low_low__coil_layout.csv
v43_ad_n6_2__high_low,v43_ad_n6_2,train_adaptive_n6,train,G2,sdf_maximin,high_low,0,structure/coil_layout/v43_ad_n6_2__high_low__coil_layout.csv
v43_ad_n6_2__low_high,v43_ad_n6_2,train_adaptive_n6,train,G2,sdf_maximin,low_high,0,structure/coil_layout/v43_ad_n6_2__low_high__coil_layout.csv
v43_ad_n6_2__high_high,v43_ad_n6_2,train_adaptive_n6,train,G2,sdf_maximin,high_high,0,structure/coil_layout/v43_ad_n6_2__high_high__coil_layout.csv
v43_ad_n6_3__center,v43_ad_n6_3,train_adaptive_n6,train,G2,dimension_sdf_disagreement,center,0,structure/coil_layout/v43_ad_n6_3__center__coil_layout.csv
v43_ad_n6_3__low_low,v43_ad_n6_3,train_adaptive_n6,train,G2,dimension_sdf_disagreement,low_low,0,structure/coil_layout/v43_ad_n6_3__low_low__coil_layout.csv
v43_ad_n6_3__high_low,v43_ad_n6_3,train_adaptive_n6,train,G2,dimension_sdf_disagreement,high_low,0,structure/coil_layout/v43_ad_n6_3__high_low__coil_layout.csv
v43_ad_n6_3__low_high,v43_ad_n6_3,train_adaptive_n6,train,G2,dimension_sdf_disagreement,low_high,0,structure/coil_layout/v43_ad_n6_3__low_high__coil_layout.csv
v43_ad_n6_3__high_high,v43_ad_n6_3,train_adaptive_n6,train,G2,dimension_sdf_disagreement,high_high,0,structure/coil_layout/v43_ad_n6_3__high_high__coil_layout.csv
v43_ad_n6_4__center,v43_ad_n6_4,train_adaptive_n6,train,G2,coupled_interaction,center,0,structure/coil_layout/v43_ad_n6_4__center__coil_layout.csv
v43_ad_n6_4__low_low,v43_ad_n6_4,train_adaptive_n6,train,G2,coupled_interaction,low_low,0,structure/coil_layout/v43_ad_n6_4__low_low__coil_layout.csv
v43_ad_n6_4__high_low,v43_ad_n6_4,train_adaptive_n6,train,G2,coupled_interaction,high_low,0,structure/coil_layout/v43_ad_n6_4__high_low__coil_layout.csv
v43_ad_n6_4__low_high,v43_ad_n6_4,train_adaptive_n6,train,G2,coupled_interaction,low_high,0,structure/coil_layout/v43_ad_n6_4__low_high__coil_layout.csv
v43_ad_n6_4__high_high,v43_ad_n6_4,train_adaptive_n6,train,G2,coupled_interaction,high_high,0,structure/coil_layout/v43_ad_n6_4__high_high__coil_layout.csv
v43_va_n2_anchor__center,v43_va_n2_anchor,validation_n2_frozen,validation,G3,regular_anchor,center,1,structure/coil_layout/v43_va_n2_anchor__center__coil_layout.csv
v43_va_n2_anchor__low_low,v43_va_n2_anchor,validation_n2_frozen,validation,G3,regular_anchor,low_low,1,structure/coil_layout/v43_va_n2_anchor__low_low__coil_layout.csv
v43_va_n2_anchor__high_low,v43_va_n2_anchor,validation_n2_frozen,validation,G3,regular_anchor,high_low,1,structure/coil_layout/v43_va_n2_anchor__high_low__coil_layout.csv
v43_va_n2_anchor__low_high,v43_va_n2_anchor,validation_n2_frozen,validation,G3,regular_anchor,low_high,1,structure/coil_layout/v43_va_n2_anchor__low_high__coil_layout.csv
v43_va_n2_anchor__high_high,v43_va_n2_anchor,validation_n2_frozen,validation,G3,regular_anchor,high_high,1,structure/coil_layout/v43_va_n2_anchor__high_high__coil_layout.csv
v43_va_n2_variant_1__center,v43_va_n2_variant_1,validation_n2_frozen,validation,G3,unknown_gap_topology,center,0,structure/coil_layout/v43_va_n2_variant_1__center__coil_layout.csv
v43_va_n2_variant_1__low_low,v43_va_n2_variant_1,validation_n2_frozen,validation,G3,unknown_gap_topology,low_low,0,structure/coil_layout/v43_va_n2_variant_1__low_low__coil_layout.csv
v43_va_n2_variant_1__high_low,v43_va_n2_variant_1,validation_n2_frozen,validation,G3,unknown_gap_topology,high_low,0,structure/coil_layout/v43_va_n2_variant_1__high_low__coil_layout.csv
v43_va_n2_variant_1__low_high,v43_va_n2_variant_1,validation_n2_frozen,validation,G3,unknown_gap_topology,low_high,0,structure/coil_layout/v43_va_n2_variant_1__low_high__coil_layout.csv
v43_va_n2_variant_1__high_high,v43_va_n2_variant_1,validation_n2_frozen,validation,G3,unknown_gap_topology,high_high,0,structure/coil_layout/v43_va_n2_variant_1__high_high__coil_layout.csv
v43_va_n2_variant_2__center,v43_va_n2_variant_2,validation_n2_frozen,validation,G3,unseen_rank_height_size,center,0,structure/coil_layout/v43_va_n2_variant_2__center__coil_layout.csv
v43_va_n2_variant_2__low_low,v43_va_n2_variant_2,validation_n2_frozen,validation,G3,unseen_rank_height_size,low_low,0,structure/coil_layout/v43_va_n2_variant_2__low_low__coil_layout.csv
v43_va_n2_variant_2__high_low,v43_va_n2_variant_2,validation_n2_frozen,validation,G3,unseen_rank_height_size,high_low,0,structure/coil_layout/v43_va_n2_variant_2__high_low__coil_layout.csv
v43_va_n2_variant_2__low_high,v43_va_n2_variant_2,validation_n2_frozen,validation,G3,unseen_rank_height_size,low_high,0,structure/coil_layout/v43_va_n2_variant_2__low_high__coil_layout.csv
v43_va_n2_variant_2__high_high,v43_va_n2_variant_2,validation_n2_frozen,validation,G3,unseen_rank_height_size,high_high,0,structure/coil_layout/v43_va_n2_variant_2__high_high__coil_layout.csv
v43_va_n2_variant_3__center,v43_va_n2_variant_3,validation_n2_frozen,validation,G3,coupled_transform,center,0,structure/coil_layout/v43_va_n2_variant_3__center__coil_layout.csv
v43_va_n2_variant_3__low_low,v43_va_n2_variant_3,validation_n2_frozen,validation,G3,coupled_transform,low_low,0,structure/coil_layout/v43_va_n2_variant_3__low_low__coil_layout.csv
v43_va_n2_variant_3__high_low,v43_va_n2_variant_3,validation_n2_frozen,validation,G3,coupled_transform,high_low,0,structure/coil_layout/v43_va_n2_variant_3__high_low__coil_layout.csv
v43_va_n2_variant_3__low_high,v43_va_n2_variant_3,validation_n2_frozen,validation,G3,coupled_transform,low_high,0,structure/coil_layout/v43_va_n2_variant_3__low_high__coil_layout.csv
v43_va_n2_variant_3__high_high,v43_va_n2_variant_3,validation_n2_frozen,validation,G3,coupled_transform,high_high,0,structure/coil_layout/v43_va_n2_variant_3__high_high__coil_layout.csv
v43_va_n3_anchor__center,v43_va_n3_anchor,validation_n3_frozen,validation,G3,regular_anchor,center,1,structure/coil_layout/v43_va_n3_anchor__center__coil_layout.csv
v43_va_n3_anchor__low_low,v43_va_n3_anchor,validation_n3_frozen,validation,G3,regular_anchor,low_low,1,structure/coil_layout/v43_va_n3_anchor__low_low__coil_layout.csv
v43_va_n3_anchor__high_low,v43_va_n3_anchor,validation_n3_frozen,validation,G3,regular_anchor,high_low,1,structure/coil_layout/v43_va_n3_anchor__high_low__coil_layout.csv
v43_va_n3_anchor__low_high,v43_va_n3_anchor,validation_n3_frozen,validation,G3,regular_anchor,low_high,1,structure/coil_layout/v43_va_n3_anchor__low_high__coil_layout.csv
v43_va_n3_anchor__high_high,v43_va_n3_anchor,validation_n3_frozen,validation,G3,regular_anchor,high_high,1,structure/coil_layout/v43_va_n3_anchor__high_high__coil_layout.csv
v43_va_n3_variant_1__center,v43_va_n3_variant_1,validation_n3_frozen,validation,G3,unknown_gap_topology,center,0,structure/coil_layout/v43_va_n3_variant_1__center__coil_layout.csv
v43_va_n3_variant_1__low_low,v43_va_n3_variant_1,validation_n3_frozen,validation,G3,unknown_gap_topology,low_low,0,structure/coil_layout/v43_va_n3_variant_1__low_low__coil_layout.csv
